SegmentId,StartTime,EndTime,Transcript,Topic
bWfN-nczoJI7,1.28,1.4,  attention just like a story that will be,Structure
,,,  lost in both hope and despair,
,,,  simultaneously that 's a good thing let 's,
,,,  take a general quarterly marketing,
,,,  meeting for example it would sound,
,,,  something like this,
bWfN-nczoJI8,1.41,1.55,  we missed our cue three lead number by,Structure
,,,  12 % this could impact our,
,,,  end bonus if we do n't,
,,,  finish strong in q4 but our we have a,
,,,  new content strategy team that will be,
,,,  working to bring the leader they are,
bWfN-nczoJI9,1.58,2.11,  top performer in the industry and have,No
,,,  the potential to help u supersede our,
,,,  goal but the team requires new tool in,
,,,  order to be effective at their job in,
,,,  that case we 'll be implementing,
,,,  for them this is called the persuasive,
bWfN-nczoJI10,2.14,2.25,  story structure it pull you back and,Structure
,,,  forth keep you on the edge hoping that,
,,,  there are solution to all these,
,,,  problem,
,,,  it 's what the best storyteller do and,
,,,  what the best speaker do some really,
bWfN-nczoJI11,2.28,2.42,  good example of using this method is,No
,,,  when Steve Jobs gave the convocation,
,,,  address at Stanford University or when,
,,,  JK Rowling spoke at Harvard you should,
,,,  really check out those speech finally,
,,,  you want to make the ending effective by,
bWfN-nczoJI13,2.44,3,  involving a call to action so that your,Structure
,,,  team is inspired and ready to make,
,,,  thing happen if you 're looking for more,
,,,  tip check out HBO 's guide to persuasive,
,,,  presentation so that 's it for how you,
,,,  can structure your presentation next,
,,,  week we 're going to be getting into some,
,,,  agile project management see you then,
RVPW9MWPO3Y1,0,0.12,  if you 're taking this course one of the,Structure
,,,  question that might have drawn you into,
,,,  the course is the question of why do,
,,,  McKenzie and Bain & BCG presentation,
,,,  feel or look so different than,
,,,  everything else so I want to unveil this,
RVPW9MWPO3Y2,0.15,0.28,  some of the secret here with the three,Structure
,,,  core quote unquote secret I 'll teach,
,,,  you here and the whole goal is to avoid,
,,,  presentation like this if you 've ever,
,,,  been in a presentation where somebody 's,
,,,  presenting a slide like this you know,
RVPW9MWPO3Y3,0.3,0.47,  how painful it is to be in the audience,Structure
,,,  let 's avoid that so what make McKinsey,
,,,  presentation different I would argue,
,,,  it 's something I 'm calling flow which is,
,,,  that the presentation is easy to digest,
,,,  even though it ha complex information,
RVPW9MWPO3Y4,0.49,1.08,  and is presented in a way that is very,Structure
,,,  easy to consume so how doe flow play,
,,,  out it 's three thing one is vertical,
,,,  flow this is the core idea that the,
,,,  title is the cell what you want to use,
,,,  the title in PowerPoint to really tell,
RVPW9MWPO3Y5,1.12,1.28,  the audience what the takeaway of the,No
,,,  information is and what they should do,
,,,  next second is the horizontal flow the,
,,,  deck from slide to slide ha a story and,
,,,  is part of a larger narrative and make,
,,,  sense and third is the overall flow and,
RVPW9MWPO3Y6,1.32,1.48,  this really come together through,Structure
,,,  mastering the pyramid principle and mici,
,,,  concept which we have been hammering,
,,,  over and over again in this course,
,,,  finally one thing that really set apart,
,,,  presentation especially from my,
RVPW9MWPO3Y7,1.5,2.03,  experience have been McKinsey and BCG,No
,,,  wa the amount of feedback that people,
,,,  get often you 're getting a ton of,
,,,  feedback from peer one slide doe n't,
,,,  just get created and sent to a client,
,,,  it 's often looked at hundred of time,
RVPW9MWPO3Y8,2.06,2.19,  and colleague are giving people note,Structure
,,,  saying maybe you could put the title,
,,,  this way maybe you could synthesize it,
,,,  more effectively so a good lesson here,
,,,  is to make sure you 're finding someone,
,,,  in your team that you trust and can,
RVPW9MWPO3Y9,2.21,2.37,  challenge you to help make your content,Structure
,,,  better vertical flow is perhaps the most,
,,,  important concept when building out a,
,,,  PowerPoint presentation it 's the concept,
,,,  that the title match the content there,
,,,  need to be an alignment between what,
RVPW9MWPO3Y10,2.39,2.52,  you 're actually showing in the slide and,Structure
,,,  the title which tell the audience what,
,,,  to think or synthesizes the information,
,,,  on the slide often people put together,
,,,  slide with lot of information and then,
,,,  add a title that 's just description that,
RVPW9MWPO3Y11,2.55,3.08,  say something like quarter three data,Structure
,,,  right and then you 're looking at all,
,,,  this information it 's just information,
,,,  you do n't actually know what the key,
,,,  takeaway or the insight is so this is,
,,,  one of my favorite example because it 's,
RVPW9MWPO3Y12,3.11,3.29,  done where the content ha no word but,No
,,,  the takeaway is there 's more than one,
,,,  way to create a square and we show and,
,,,  prove this visually another thing to,
,,,  remember here is a lot of company and,
,,,  just people in general are moving to a,
RVPW9MWPO3Y13,3.31,3.44,  sixteen by nine layout so vertical logic,No
,,,  I do n't want to confuse you here can,
,,,  also apply horizontally the key is just,
,,,  what are people going to read first,
,,,  right,
,,,  same thing here there 's more than one,
RVPW9MWPO3Y14,3.46,4.02,  way to create a square and then you,No
,,,  prove it in the core of the slide again,
,,,  put the takeaway where people look first,
,,,  here 's another example I love very,
,,,  simple visual not a lot of content one,
,,,  out of four people are green right and,
RVPW9MWPO3Y15,4.04,4.19,  then you have the content that back,Structure
,,,  this up and show it horizontal flow is,
,,,  the second concept and it build on the,
,,,  first one so once you have the title,
,,,  matching the content you want to make,
,,,  sure that your individual slide when,
RVPW9MWPO3Y16,4.22,4.35,  combined actually tell a story going,Structure
,,,  from slide one to slide two,
,,,  side three and so on doe it actually,
,,,  make sense there 's a couple technique,
,,,  for doing that but the core idea is do,
,,,  the title tell the story if they do n't,
RVPW9MWPO3Y17,4.38,4.54,  you still have work to do,No
,,,  so an easy way to check this you just go,
,,,  through your slide one by one in this,
,,,  you can do this in the slide sorter view,
,,,  or just flip through or even just,
,,,  printing it and look at the title flip,
RVPW9MWPO3Y18,4.57,5.11,  through doe it tell a story another way,No
,,,  you can do this is in PowerPoint just go,
,,,  to the outline view in the top left and,
,,,  you can just highlight copy and paste,
,,,  the title to word and then you can,
,,,  start editing it a you 're writing it,
RVPW9MWPO3Y19,5.14,5.27,  you can also use this to turn it into an,Structure
,,,  executive summary but the point is just,
,,,  get the title in a different format so,
,,,  they 're easy to read and say do these,
,,,  even make sense so what doe a good,
,,,  slide look like let 's go through the,
RVPW9MWPO3Y20,5.29,5.45,  element that make up a slide guy it is,Structure
,,,  solid now this slide is all fake data,
,,,  but put together to show a couple of key,
,,,  principle so let 's look at it in more,
,,,  depth first the title provides a clear,
,,,  takeaway it 's a the company is growing,
RVPW9MWPO3Y21,5.48,6.03,  consistently driven by three key action,Structure
,,,  now that also summarizes all the,
,,,  information in the slide a key thing to,
,,,  avoid is not having excess information,
,,,  in the slide and you can confirm this by,
,,,  saying doe the title cover everything,
RVPW9MWPO3Y22,6.05,6.18,  if not perhaps there 's content in the,No
,,,  slide that you do n't actually need also,
,,,  in this slide the subtitle offer clear,
,,,  takeaway instead of just saying revenue,
,,,  and labeling it like many chart are,
,,,  labeled say revenue quadrupled in four,
RVPW9MWPO3Y23,6.2,6.34,  year it give the audience a frame of,No
,,,  reference for the degree of change also,
,,,  we have another subtitle three key,
,,,  action drove revenue growth that frame,
,,,  up the three key reason below,
,,,  also we use bolding and spacing to,
RVPW9MWPO3Y25,6.37,7.06,  really pull out what are the three key,Structure
,,,  element geographic expansion building,
,,,  out the sale team and acquiring a,
,,,  competitor again let 's look at the slide,
,,,  with the shape and the argument is up,
,,,  top there 's more than one way to create,
,,,  a square that 's what you want to,
,,,  persuade the audience of and then you,
,,,  have the proof in the content and you,
,,,  want to use this core idea for every,
