SegmentId,StartTime,EndTime,Transcript,Topic
5utoLhjUuAI36,4.28,4.28,plagiarism. is a confusing and difficult,No
5utoLhjUuAI37,4.32,4.34,concept to fully understand. So you can,No
5utoLhjUuAI38,4.34,4.37,see at the beginning of the sentence. the,Structure
5utoLhjUuAI39,4.37,4.37,"author. s, surname go first and the date",Structure
5utoLhjUuAI40,4.39,4.41,of publication. come next. You would use,Structure
5utoLhjUuAI41,4.41,4.41,nan,No
5utoLhjUuAI42,4.41,4.44,a reference. at the beginning of the,Structure
5utoLhjUuAI43,4.44,4.44,sentence. if you re planning on talking,No
5utoLhjUuAI44,4.45,4.47,about this person s idea further. For,No
5utoLhjUuAI45,4.47,4.5,"example, my next sentence. say this",No
5utoLhjUuAI46,4.5,4.5,author. also found that you can see here,Structure
5utoLhjUuAI47,4.52,5,I ve referred back to Cottrell and it s,No
nan,nan,nan,obvious that I m continuing to talk,No
nan,nan,nan,about this person at the end of a,No
nan,nan,nan,sentence. It would look like this,Structure
5utoLhjUuAI48,5.03,5.08,plagiarism is a confusing and difficult,No
nan,nan,nan,concept to fully understand. Cottrell,Structure
5utoLhjUuAI49,5.08,5.1,2001 if you use a reference. at the end,Structure
5utoLhjUuAI50,5.1,5.14,of the sentence. It implies that you re,No
5utoLhjUuAI51,5.14,5.17,only talking about this last sentence.,No
5utoLhjUuAI52,5.19,5.28,paragraph and it s come from Cottrell it,Structure
nan,nan,nan,doe nt make that clear putting it at,Structure
nan,nan,nan,the end of the sentence. implies you re,No
5utoLhjUuAI53,5.28,5.3,only talking about this very last,No
nan,nan,nan,sentence. Okay. that s very important and,No
5utoLhjUuAI54,5.31,5.46,that s how accidental plagiarism can,No
nan,nan,nan,take place,Structure
nan,nan,nan,"so to conclude, referencing correctly can",No
nan,nan,nan,really strengthen your assignment. and,Structure
5utoLhjUuAI55,5.46,5.47,help you to do very well in your course.,No
5utoLhjUuAI56,5.5,5.52,When you paraphrase you should write,No
nan,nan,nan,"down what the author. ha said, completely",Structure
5utoLhjUuAI57,5.52,5.54,in your own word.,No
5utoLhjUuAI58,5.56,6.13,Remember it s not enough just to change,No
nan,nan,nan,one or two word here and there,No
nan,nan,nan,"Finally, you must give credit to the",Structure
nan,nan,nan,person whose idea you re using when you,No
nan,nan,nan,paraphrase and to do this you must,No
nan,nan,nan,"reference it correctly, if you re not",No
nan,nan,nan,"sure how to do that correctly, you can",No
nan,nan,nan,have a look at your faculty,No
nan,nan,nan,available on the LR web. This is what,No
5utoLhjUuAI59,6.13,6.2,your reference would look like in a,No
nan,nan,nan,"reference. list, but we ll be talking",Structure
5utoLhjUuAI60,6.22,6.23,about that next time. Doe. Anyone,No
5utoLhjUuAI61,6.23,6.29,"any question. Ok. Well, thank you very",No
5utoLhjUuAI62,6.29,6.33,much For listening. I hope it wa,No
5utoLhjUuAI63,6.33,6.34,much For listening. I hope it wa,No
nan,nan,nan,and I ll see you again,Structure
Jv18JGOk06o1,0.09,0.15,"Hello, i m jennifer whitt director of",No
nan,nan,nan,"projectmanager.com,",No
nan,nan,nan,"well welcome, today s whiteboard session",No
nan,nan,nan,on how to deliver a presentation. What,No
Jv18JGOk06o2,0.15,0.21,I ve learned is one of the most,No
nan,nan,nan,frightening thing for most project,Structure
nan,nan,nan,manager is giving a presentation. but,No
Jv18JGOk06o3,0.21,0.4,that s where we can influence our our,Structure
nan,nan,nan,"team influence our stakeholder, our",Structure
nan,nan,nan,"executive, get their buy, sell an idea",Structure
nan,nan,nan,"it s the most powerful thing we can do,",No
nan,nan,nan,But it s the most frightening but there,Structure
nan,nan,nan,are a few simple step that I m going to,No
nan,nan,nan,cover today on delivering a great,No
nan,nan,nan,presentation.,No
Jv18JGOk06o4,0.43,0.47,So presentation are like any other,No
nan,nan,nan,"thing that we have to do, a project",Structure
nan,nan,nan,manager or any professional. It take,No
Jv18JGOk06o5,0.47,0.47,practice. So It s something that instead,No
Jv18JGOk06o6,0.5,1.08,of raising the bar and expecting to walk,No
nan,nan,nan,out on a on in front of your audience or,No
nan,nan,nan,your team or any group that you re,No
nan,nan,nan,"presenting to it s about practice,",No
nan,nan,nan,"practice, practice, practice, So here are",No
nan,nan,nan,"some few thing to get you going, there",Structure
nan,nan,nan,are three component of a presentation.,Structure
Jv18JGOk06o7,1.1,1.21,"there s actually the presentation, the",No
nan,nan,nan,"preparation for the presentation, there",Structure
nan,nan,nan,"is the presentation, itself and there s",Structure
nan,nan,nan,"follow after the presentation, suppose",Structure
nan,nan,nan,break it down. So preparation is what do,Structure
Jv18JGOk06o8,1.21,1.29,"I do, before? I give them a proper",No
nan,nan,nan,"presentation, So there s a lot of thing",Structure
nan,nan,nan,"to do, here a few category one is",Structure
nan,nan,nan,expectation. What is the expectation.,No
Jv18JGOk06o9,1.32,1.32,nan,No
Jv18JGOk06o10,1.35,1.39,for your audience or for whoever s,No
nan,nan,nan,bringing you in if you are giving a,No
nan,nan,nan,"presentation. to your executive, your",No
Jv18JGOk06o11,1.41,1.49,"stakeholder, maybe a client, your project",Structure
nan,nan,nan,team number one define your audience but,No
nan,nan,nan,also talk with them and get. clear,No
Jv18JGOk06o12,1.49,1.49,"expectation. I ve got an s o W here,",No
Jv18JGOk06o13,1.51,2.04,"because in the work that I do, I get a",No
nan,nan,nan,statement of work It s actually a,No
nan,nan,nan,documented signed off statement of work,No
nan,nan,nan,so that both party know and agree to,Structure
nan,nan,nan,and understand the expectation. of that,No
Jv18JGOk06o14,2.04,2.04,presentation. So It s important to,No
Jv18JGOk06o15,2.07,3.41,understand what is the topic? What are,Structure
nan,nan,nan,"you going, to be presenting? Is it a",No
nan,nan,nan,status report? Is it a keynote? Is it,Structure
nan,nan,nan,information to a team are you rolling,Structure
nan,nan,nan,out,No
nan,nan,nan,new project? Are you launching a new,No
nan,nan,nan,product line? What is it that is going to,Structure
nan,nan,nan,be the topic? of your presentation and,No
nan,nan,nan,knowing the audience who s going to be,No
nan,nan,nan,"there? Are you going, to be presenting? to",No
nan,nan,nan,"executive, your stakeholder, your",No
nan,nan,nan,project team is it going to be different,Structure
nan,nan,nan,"business unit, or is there going to be",Structure
nan,nan,nan,internal external people there? Is it,Structure
nan,nan,nan,going to be a mix of people who Are at,Structure
nan,nan,nan,different level different experience?,No
nan,nan,nan,What is the location? Where will this,Structure
nan,nan,nan,presentation be Is it going to be in,Structure
nan,nan,nan,your office? Is it in the city? Is it in,No
nan,nan,nan,the country? Is it out of the country?,No
nan,nan,nan,What is the venue? Is it going to be a,Structure
nan,nan,nan,conference hall? Is it going to be a,No
nan,nan,nan,conference room it s going to be an,No
nan,nan,nan,office? Where Is What is the venue? for,Structure
nan,nan,nan,"the presentation, and time? How long will",Structure
nan,nan,nan,you have? Will you have? a 20 minute,No
nan,nan,nan,presentation? Is this a one hour keynote?,No
nan,nan,nan,Is it 90 minute you have? a half an hour,No
nan,nan,nan,just you need to know what time? How much,No
nan,nan,nan,time you have? and what takeaway are the,No
nan,nan,nan,"client, or the people bringing you in",No
nan,nan,nan,"expecting? What are you going, to leave",No
nan,nan,nan,behind so that they can follow up?,Structure
nan,nan,nan,Understand read upon after your,Structure
nan,nan,nan,"presentation after you re gone, the",No
nan,nan,nan,second part is once you have? a clear,Structure
nan,nan,nan,"expectation. of What you re going, to be",No
Jv18JGOk06o16,3.43,3.48,presenting? it s researching researching,No
nan,nan,nan,through I love. Google. Google. is one of,No
Jv18JGOk06o17,3.48,3.52,my best friend when I m researching,No
nan,nan,nan,thing it s So easy to go. Google a topic?,No
Jv18JGOk06o18,3.52,3.54,I can also go. to a library. I can also,No
Jv18JGOk06o19,3.54,3.54,nan,No
Jv18JGOk06o20,3.54,3.59,"interview people, one powerful thing for",Structure
nan,nan,nan,company. Your project team is to,No
Jv18JGOk06o21,4.02,4.18,interview the people who Are going to be,Structure
nan,nan,nan,in the audience interview the people who,No
nan,nan,nan,"Are bringing you in for the presentation,",No
nan,nan,nan,"and the reason you want to do, that is",No
nan,nan,nan,"you want to find out what are the issue,",No
nan,nan,nan,what s bothering them? What are you there,No
nan,nan,nan,"to really address, and once you start",No
nan,nan,nan,talking to people you get. different,No
Jv18JGOk06o22,4.18,4.35,"perspective, different perspective, of",No
nan,nan,nan,how people see the common issue and what,No
nan,nan,nan,"you can do, to actually address, some of",No
nan,nan,nan,those issue and through that you want,Structure
nan,nan,nan,to remain relevant relevancy to your,No
nan,nan,nan,audience,No
nan,nan,nan,you want to be talking about thing that,No
nan,nan,nan,matter,No
nan,nan,nan,to them It s timely. If you re in,No
Jv18JGOk06o23,4.35,4.52,"technology, you do nt want to be talking",No
nan,nan,nan,"about technology, that s really old it s",No
nan,nan,nan,not applicable to them if you re doing,No
nan,nan,nan,"green project, some nonprofit project",No
nan,nan,nan,"construction engineering, whatever you re",No
nan,nan,nan,doing you want to stay relevant to What,No
nan,nan,nan,they care about. So you will also want to,No
Jv18JGOk06o24,4.52,4.54,keep in the back of your mind. Why do,Structure
Jv18JGOk06o25,4.54,5.26,they care Why are they bringing you in,No
nan,nan,nan,and Why are they going to listen to you,No
nan,nan,nan,about this topic and what doe this mean,No
nan,nan,nan,to them you know people are always,Structure
nan,nan,nan,"coming in for presentation, you want to",No
nan,nan,nan,"keep them? engaged, keep them? excited and",No
nan,nan,nan,tuned in to What you re saying during,No
nan,nan,nan,your presentation So It s important to,No
nan,nan,nan,know have? them? be thinking all the time?,No
nan,nan,nan,"what doe this mean to me, and How can I",Structure
nan,nan,nan,take this back and use it? Professional,No
nan,nan,nan,"material, so whether you re delivering a",No
nan,nan,nan,"PowerPoint, you re actually giving",No
nan,nan,nan,"handout or presentation material, and",No
nan,nan,nan,hardcopy. You want them? to remain,No
Jv18JGOk06o26,5.29,5.38,"Professional If you re going, to be",No
nan,nan,nan,"presenting? something online, it s",No
nan,nan,nan,important to know How to get in make,No
nan,nan,nan,sure you can have access. Make sure that,No
Jv18JGOk06o27,5.38,5.51,you have? the logins and password and,No
nan,nan,nan,they re still active and valid and then,Structure
nan,nan,nan,takeaway making sure that your,No
nan,nan,nan,takeaway are already that you know,No
nan,nan,nan,Where to ship them to and what s,Structure
nan,nan,nan,actually needed. So that s a lot of,No
Jv18JGOk06o28,5.51,6.05,preparation before? you even begin,Structure
nan,nan,nan,those are only a few of many,No
nan,nan,nan,"thing, but just an idea of where to",Structure
nan,nan,nan,start then I feel like there s some best,Structure
nan,nan,nan,"practice before? at the presentation,",No
nan,nan,nan,before? the day of it s important to,No
nan,nan,nan,visit the venue? actually go. to the,No
Jv18JGOk06o29,6.05,6.08,where you re having the meeting. If it s,No
Jv18JGOk06o30,6.08,6.11,in your office? building just go. make,No
Jv18JGOk06o31,6.11,6.13,sure they have enough seating. The,No
Jv18JGOk06o32,6.13,6.49,are arranged how you like It the,No
nan,nan,nan,"and feel If it s a conference area,",No
nan,nan,nan,"it s a stadium, if It s on location?",No
nan,nan,nan,location? visiting that before? so you,No
nan,nan,nan,have? an idea and you have? a feel of What,No
nan,nan,nan,"it feel like for you How are you going,",No
nan,nan,nan,to project How many people are going to,No
nan,nan,nan,be there? so you know what equipment,No
nan,nan,nan,might need also a rest and relax,No
nan,nan,nan,This is one of the most frightening,No
nan,nan,nan,"thing that most project manager do, and",No
nan,nan,nan,even professional speaker always still,No
nan,nan,nan,get those butterfly in their,No
nan,nan,nan,before? they speak. So It s important to,No
Jv18JGOk06o33,6.49,6.5,"get a good night s. Rest, not",No
Jv18JGOk06o34,6.5,6.5,about. your presentation How thing are,No
Jv18JGOk06o35,6.53,6.56,going because you ve done all this,No
nan,nan,nan,preparation just getting a good night s.,No
Jv18JGOk06o36,6.58,7.47,"Rest,",No
nan,nan,nan,also equipment making sure you have?,No
nan,nan,nan,"backup, I always have backup, I do, nt",No
nan,nan,nan,leave myself held hostage to,Structure
nan,nan,nan,"else getting equipment, getting",No
nan,nan,nan,having control over what I ve got to,No
nan,nan,nan,"step into, because what I ve learned is",No
nan,nan,nan,you do nt really know If you do that you,No
nan,nan,nan,do nt really know you may expect them to,Structure
nan,nan,nan,"have a laptop or LCD or material, there",No
nan,nan,nan,and you show up and whoever s,No
nan,nan,nan,to have that done Maybe they re off or,Structure
nan,nan,nan,"they do nt really care So I do, nt leave",No
nan,nan,nan,"that I do, nt leave myself open to those",Structure
nan,nan,nan,"pitfall and then snack, depending",No
nan,nan,nan,how long this Is If you re there for a,Structure
nan,nan,nan,longer period of time? Maybe,Structure
nan,nan,nan,multiple speaking event maybe you re one,No
nan,nan,nan,"of the later speaker, is having snack,",No
nan,nan,nan,"water thing to hydrate,",No
nan,nan,nan,"then the day of the presentation, again.",Structure
Jv18JGOk06o37,7.51,7.51,"This is during the presentation, again.",No
Jv18JGOk06o38,7.54,7.54,This is a study so for people who go. in,No
Jv18JGOk06o39,7.54,8.12,to begin speaking this Is a study,Structure
nan,nan,nan,one of these are like you know there? Are,No
nan,nan,nan,"so many thing, that you can about",No
nan,nan,nan,each one of these so number one,No
nan,nan,nan,"arrive, to the venue? set up and",Structure
nan,nan,nan,"early, so actually going on the day",No
nan,nan,nan,"of you get. there early, you make sure",No
Jv18JGOk06o40,8.12,8.17,"that the environment there I do, nt know",No
