SegmentId,StartTime,EndTime,Transcript,,,,,,,
,,,it and apply it to your work. So I m,,,,,,,
,,,,,,,,,,
5utoLhjUuAI20,2.18,2.35,"going to show you an example, of how to",Information,BodyComponent,StructureComponent,,Structure,,
,,,go from using a quote to paraphrasing it,,,,,,,
,,,So if We look at this quote here in,,,,,,,
,,,"academic writing, it s essential to state",,,,,,,
,,,the source of idea information. Such,,,,,,,
,,,,,,,,,,
5utoLhjUuAI21,2.35,2.39,reference allow reader to refer back,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,to the source themselves. This next,,,,,,,
,,,,,,,,,,
5utoLhjUuAI22,2.39,2.46,slide show you my First attempt of,Slide,VisualAidArtefact,,,VisualAid,,
,,,paraphrasing the original is at the,,,,,,,
,,,bottom. My first attempt at the top,,,,,,,
,,,,,,,,,,
5utoLhjUuAI23,2.49,3,"Cottrell state that in writing, it s",Reference,ClosingComponent,StructureComponent,,Structure,,
,,,important to state the source of idea,,,,,,,
,,,reference allow reader to find the,,,,,,,
,,,source themselves. Okay. What do you,,,,,,,
,,,,,,,,,,
5utoLhjUuAI24,3,3.11,think about my First attempt of,,,,,,,
,,,paraphrasing,,,,,,,
,,,you have nt quoted it properly it s not,,,,,,,
,,,a very good attempt. You re right. I,,,,,,,
,,,,,,,,,,
5utoLhjUuAI25,3.11,3.11,nan,,,,,,,
,,,,,,,,,,
5utoLhjUuAI26,3.11,3.15,have nt done it properly I ve cut out,,,,,,,
,,,some word here and there I ve used some,,,,,,,
,,,synonym. I ve changed essential to,,,,,,,
,,,,,,,,,,
5utoLhjUuAI27,3.17,3.3,important it s not actually enough to do,,,,,,,
,,,this and call it paraphrasing at the top,,,,,,,
,,,you ll see my next attempt the original,,,,,,,
,,,at the bottom. and my First attempt is in,,,,,,,
,,,,,,,,,,
5utoLhjUuAI28,3.3,3.3,view. here contrl state that referencing,,,,,,,
,,,,,,,,,,
5utoLhjUuAI29,3.32,3.41,should always be used when using the,,,,,,,
,,,idea and opinion of others and,,,,,,,
,,,"academic writing, so that the original",,,,,,,
,,,source can be easily located. What do you,,,,,,,
,,,,,,,,,,
5utoLhjUuAI30,3.41,3.57,think of this attempt yeah that s much,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,better and you properly reference the,,,,,,,
,,,"page, a well okay? So this is a much",,,,,,,
,,,better attempt at paraphrasing I m not,,,,,,,
,,,"going to claim it perfect, but you can",,,,,,,
,,,see that I certainly have tried to put,,,,,,,
,,,it into my own word. and I ve still got,,,,,,,
,,,,,,,,,,
5utoLhjUuAI31,3.57,4.02,the same point across and I ve correctly,,,,,,,
,,,referenced the author.,,,,,,,
,,,,,,,,,,
5utoLhjUuAI32,4.08,4.11,So once you paraphrase once you ve put,,,,,,,
,,,something into your own word. how do you,,,,,,,
,,,,,,,,,,
5utoLhjUuAI33,4.11,4.16,include that in your text well you need,Text,VisualAidArtefact,,,VisualAid,,
,,,to make sure you put the surname of the,,,,,,,
,,,author. or the organization and you need,,,,,,,
,,,,,,,,,,
5utoLhjUuAI34,4.17,4.21,to put the year of publication. So that,,,,,,,
,,,,,,,,,,
5utoLhjUuAI35,4.21,4.26,will look like this at the start of a,Start,StructureComponent,,,Structure,,
,,,sentence. Cottrell 2001 stated that,,,,,,,
,,,,,,,,,,
5utoLhjUuAI36,4.28,4.28,plagiarism. is a confusing and difficult,Confusing,Coherence,,,PresentationAttribute,,
,,,,,,,,,,
5utoLhjUuAI37,4.32,4.34,concept to fully understand. So you can,,,,,,,
,,,,,,,,,,
5utoLhjUuAI38,4.34,4.37,see at the beginning of the sentence. the,Beginning,StructureComponent,,,Structure,,
,,,,,,,,,,
5utoLhjUuAI39,4.37,4.37,"author. s, surname go first and the date",,,,,,,
,,,,,,,,,,
5utoLhjUuAI40,4.39,4.41,of publication. come next. You would use,,,,,,,
,,,,,,,,,,
5utoLhjUuAI41,4.41,4.41,nan,,,,,,,
,,,,,,,,,,
5utoLhjUuAI42,4.41,4.44,a reference. at the beginning of the,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,,,,,,,,
5utoLhjUuAI43,4.44,4.44,sentence. if you re planning on talking,,,,,,,
,,,,,,,,,,
5utoLhjUuAI44,4.45,4.47,about this person s idea further. For,,,,,,,
,,,,,,,,,,
5utoLhjUuAI45,4.47,4.5,"example, my next sentence. say this",,,,,,,
,,,,,,,,,,
5utoLhjUuAI46,4.5,4.5,author. also found that you can see here,,,,,,,
,,,,,,,,,,
5utoLhjUuAI47,4.52,5,I ve referred back to Cottrell and it s,End,StructureComponent,,,Structure,,
,,,obvious that I m continuing to talk,,,,,,,
,,,about this person at the end of a,,,,,,,
,,,sentence. It would look like this,,,,,,,
,,,,,,,,,,
5utoLhjUuAI48,5.03,5.08,plagiarism is a confusing and difficult,Confusing,Coherence,,,PresentationAttribute,,
,,,concept to fully understand. Cottrell,,,,,,,
,,,,,,,,,,
5utoLhjUuAI49,5.08,5.1,2001 if you use a reference. at the end,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,,,,,,,,
5utoLhjUuAI50,5.1,5.14,of the sentence. It implies that you re,,,,,,,
,,,,,,,,,,
5utoLhjUuAI51,5.14,5.17,only talking about this last sentence.,,,,,,,
,,,,,,,,,,
5utoLhjUuAI52,5.19,5.28,paragraph and it s come from Cottrell it,End,StructureComponent,,,Structure,,
,,,doe nt make that clear putting it at,,,,,,,
,,,the end of the sentence. implies you re,,,,,,,
,,,,,,,,,,
5utoLhjUuAI53,5.28,5.3,only talking about this very last,,,,,,,
,,,sentence. Okay. that s very important and,,,,,,,
,,,,,,,,,,
5utoLhjUuAI54,5.31,5.46,that s how accidental plagiarism can,,,,,,,
,,,take place,,,,,,,
,,,"so to conclude, referencing correctly can",,,,,,,
,,,really strengthen your assignment. and,,,,,,,
,,,,,,,,,,
5utoLhjUuAI55,5.46,5.47,help you to do very well in your course.,,,,,,,
,,,,,,,,,,
5utoLhjUuAI56,5.5,5.52,When you paraphrase you should write,,,,,,,
,,,"down what the author. ha said, completely",,,,,,,
,,,,,,,,,,
5utoLhjUuAI57,5.52,5.54,in your own word.,,,,,,,
,,,,,,,,,,
5utoLhjUuAI58,5.56,6.13,Remember it s not enough just to change,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,one or two word here and there,,,,,,,
,,,"Finally, you must give credit to the",,,,,,,
,,,person whose idea you re using when you,,,,,,,
,,,paraphrase and to do this you must,,,,,,,
,,,"reference it correctly, if you re not",,,,,,,
,,,"sure how to do that correctly, you can",,,,,,,
,,,have a look at your faculty,,,,,,,
,,,available on the LR web. This is what,,,,,,,
,,,,,,,,,,
5utoLhjUuAI59,6.13,6.2,your reference would look like in a,Reference,ClosingComponent,StructureComponent,,Structure,,
,,,"reference. list, but we ll be talking",Reference,ClosingComponent,StructureComponent,,Structure,,
,,,,List,Text,VisualAidArtefact,,VisualAid,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
5utoLhjUuAI60,6.22,6.23,about that next time. Doe. Anyone,,,,,,,
,,,,,,,,,,
5utoLhjUuAI61,6.23,6.29,"any question. Ok. Well, thank you very",,,,,,,
,,,,,,,,,,
5utoLhjUuAI62,6.29,6.33,much For listening. I hope it wa,,,,,,,
,,,,,,,,,,
5utoLhjUuAI63,6.33,6.34,much For listening. I hope it wa,,,,,,,
,,,and I ll see you again,,,,,,,
,,,,,,,,,,
Jv18JGOk06o1,0.09,0.15,"Hello, i m jennifer whitt director of",WhiteBoard,Board,VisualAidDevice,,VisualAid,,
,,,"projectmanager.com,",,,,,,,
,,,"well welcome, today s whiteboard session",,,,,,,
,,,on how to deliver a presentation. What,,,,,,,
,,,,,,,,,,
Jv18JGOk06o2,0.15,0.21,I ve learned is one of the most,,,,,,,
,,,frightening thing for most project,,,,,,,
,,,manager is giving a presentation. but,,,,,,,
,,,,,,,,,,
Jv18JGOk06o3,0.21,0.4,that s where we can influence our our,Influence,Impact,,,PresentationAttribute,,
,,,"team influence our stakeholder, our",,,,,,,
,,,"executive, get their buy, sell an idea",,,,,,,
,,,"it s the most powerful thing we can do,",,,,,,,
,,,But it s the most frightening but there,,,,,,,
,,,are a few simple step that I m going to,,,,,,,
,,,cover today on delivering a great,,,,,,,
,,,presentation.,,,,,,,
,,,,,,,,,,
Jv18JGOk06o4,0.43,0.47,So presentation are like any other,,,,,,,
,,,"thing that we have to do, a project",,,,,,,
,,,manager or any professional. It take,,,,,,,
,,,,,,,,,,
Jv18JGOk06o5,0.47,0.47,practice. So It s something that instead,Practice,Preparation,,,Delivery,,
,,,,,,,,,,
Jv18JGOk06o6,0.5,1.08,of raising the bar and expecting to walk,Walk,BodyPosition,BodyLangugenamebodylanguage,NonVerbalCommunication,Delivery,,
,,,out on a on in front of your audience or,Audience,,,,Delivery,,
,,,your team or any group that you re,Practice,Preparation,,,Delivery,,
,,,"presenting to it s about practice,",Practice,Preparation,,,Delivery,,
,,,"practice, practice, practice, So here are",Practice,Preparation,,,Delivery,,
,,,"some few thing to get you going, there",Practice,Preparation,,,Delivery,,
,,,are three component of a presentation.,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Jv18JGOk06o7,1.1,1.21,"there s actually the presentation, the",Preparation,,,,Delivery,,
,,,"preparation for the presentation, there",,,,,,,
,,,"is the presentation, itself and there s",,,,,,,
,,,"follow after the presentation, suppose",,,,,,,
,,,break it down. So preparation is what do,,,,,,,
,,,,,,,,,,
Jv18JGOk06o8,1.21,1.29,"I do, before? I give them a proper",,,,,,,
,,,"presentation, So there s a lot of thing",,,,,,,
,,,"to do, here a few category one is",,,,,,,
,,,expectation. What is the expectation.,,,,,,,
,,,,,,,,,,
Jv18JGOk06o9,1.32,1.32,nan,,,,,,,
,,,,,,,,,,
Jv18JGOk06o10,1.35,1.39,for your audience or for whoever s,Audience,,,,Delivery,,
,,,bringing you in if you are giving a,,,,,,,
,,,"presentation. to your executive, your",,,,,,,
,,,,,,,,,,
Jv18JGOk06o11,1.41,1.49,"stakeholder, maybe a client, your project",Audience,,,,Delivery,,
,,,team number one define your audience but,,,,,,,
,,,also talk with them and get. clear,,,,,,,
,,,,,,,,,,
Jv18JGOk06o12,1.49,1.49,"expectation. I ve got an s o W here,",,,,,,,
,,,,,,,,,,
Jv18JGOk06o13,1.51,2.04,"because in the work that I do, I get a",,,,,,,
,,,statement of work It s actually a,,,,,,,
,,,documented signed off statement of work,,,,,,,
,,,so that both party know and agree to,,,,,,,
,,,and understand the expectation. of that,,,,,,,
,,,,,,,,,,
Jv18JGOk06o14,2.04,2.04,presentation. So It s important to,,,,,,,
,,,,,,,,,,
Jv18JGOk06o15,2.07,3.41,understand what is the topic? What are,Topic,BodyComponent,StructureComponent,,Structure,,
,,,"you going, to be presenting? Is it a",Information,BodyComponent,StructureComponent,,Structure,,
,,,status report? Is it a keynote? Is it,Product,Prop,VisualAidArtefact,,VisualAid,,
,,,information to a team are you rolling,Topic,BodyComponent,StructureComponent,,Structure,,
,,,out,Audience,,,,Delivery,,
,,,new project? Are you launching a new,,,,,,,
,,,product line? What is it that is going to,,,,,,,
,,,be the topic? of your presentation and,,,,,,,
,,,knowing the audience who s going to be,,,,,,,
,,,"there? Are you going, to be presenting? to",,,,,,,
,,,"executive, your stakeholder, your",,,,,,,
,,,project team is it going to be different,,,,,,,
,,,"business unit, or is there going to be",,,,,,,
,,,internal external people there? Is it,,,,,,,
,,,going to be a mix of people who Are at,,,,,,,
,,,different level different experience?,,,,,,,
,,,What is the location? Where will this,,,,,,,
,,,presentation be Is it going to be in,,,,,,,
,,,your office? Is it in the city? Is it in,,,,,,,
,,,the country? Is it out of the country?,,,,,,,
,,,What is the venue? Is it going to be a,,,,,,,
,,,conference hall? Is it going to be a,,,,,,,
,,,conference room it s going to be an,,,,,,,
,,,office? Where Is What is the venue? for,,,,,,,
,,,"the presentation, and time? How long will",,,,,,,
,,,you have? Will you have? a 20 minute,,,,,,,
,,,presentation? Is this a one hour keynote?,,,,,,,
,,,Is it 90 minute you have? a half an hour,,,,,,,
,,,just you need to know what time? How much,,,,,,,
,,,time you have? and what takeaway are the,,,,,,,
,,,"client, or the people bringing you in",,,,,,,
,,,"expecting? What are you going, to leave",,,,,,,
,,,behind so that they can follow up?,,,,,,,
,,,Understand read upon after your,,,,,,,
,,,"presentation after you re gone, the",,,,,,,
,,,second part is once you have? a clear,,,,,,,
,,,"expectation. of What you re going, to be",,,,,,,
,,,,,,,,,,
Jv18JGOk06o16,3.43,3.48,presenting? it s researching researching,,,,,,,
,,,through I love. Google. Google. is one of,,,,,,,
,,,,,,,,,,
Jv18JGOk06o17,3.48,3.52,my best friend when I m researching,Topic,BodyComponent,StructureComponent,,Structure,,
,,,thing it s So easy to go. Google a topic?,,,,,,,
,,,,,,,,,,
Jv18JGOk06o18,3.52,3.54,I can also go. to a library. I can also,,,,,,,
,,,,,,,,,,
Jv18JGOk06o19,3.54,3.54,nan,,,,,,,
,,,,,,,,,,
Jv18JGOk06o20,3.54,3.59,"interview people, one powerful thing for",,,,,,,
,,,company. Your project team is to,,,,,,,
,,,,,,,,,,
Jv18JGOk06o21,4.02,4.18,interview the people who Are going to be,Audience,,,,Delivery,,
,,,in the audience interview the people who,Reason,ContentIntroduction,OpeningComponent,StructureComponent,Structure,,
,,,"Are bringing you in for the presentation,",Start,StructureComponent,,,Structure,,
,,,"and the reason you want to do, that is",,,,,,,
,,,"you want to find out what are the issue,",,,,,,,
,,,what s bothering them? What are you there,,,,,,,
,,,"to really address, and once you start",,,,,,,
,,,talking to people you get. different,,,,,,,
,,,,,,,,,,
Jv18JGOk06o22,4.18,4.35,"perspective, different perspective, of",Audience,,,,Delivery,,
,,,how people see the common issue and what,,,,,,,
,,,"you can do, to actually address, some of",,,,,,,
,,,those issue and through that you want,,,,,,,
,,,to remain relevant relevancy to your,,,,,,,
,,,audience,,,,,,,
,,,you want to be talking about thing that,,,,,,,
,,,matter,,,,,,,
,,,to them It s timely. If you re in,,,,,,,
,,,,,,,,,,
Jv18JGOk06o23,4.35,4.52,"technology, you do nt want to be talking",,,,,,,
,,,"about technology, that s really old it s",,,,,,,
,,,not applicable to them if you re doing,,,,,,,
,,,"green project, some nonprofit project",,,,,,,
,,,"construction engineering, whatever you re",,,,,,,
,,,doing you want to stay relevant to What,,,,,,,
,,,they care about. So you will also want to,,,,,,,
,,,,,,,,,,
Jv18JGOk06o24,4.52,4.54,keep in the back of your mind. Why do,,,,,,,
,,,,,,,,,,
Jv18JGOk06o25,4.54,5.26,they care Why are they bringing you in,Topic,BodyComponent,StructureComponent,,Structure,,
,,,and Why are they going to listen to you,Material,Prop,VisualAidArtefact,,VisualAid,,
,,,about this topic and what doe this mean,PowerPoint,Slide,VisualAidArtefact,,VisualAid,,
,,,to them you know people are always,,,,,,,
,,,"coming in for presentation, you want to",,,,,,,
,,,"keep them? engaged, keep them? excited and",,,,,,,
,,,tuned in to What you re saying during,,,,,,,
,,,your presentation So It s important to,,,,,,,
,,,know have? them? be thinking all the time?,,,,,,,
,,,"what doe this mean to me, and How can I",,,,,,,
,,,take this back and use it? Professional,,,,,,,
,,,"material, so whether you re delivering a",,,,,,,
,,,"PowerPoint, you re actually giving",,,,,,,
,,,"handout or presentation material, and",,,,,,,
,,,hardcopy. You want them? to remain,,,,,,,
,,,,,,,,,,
Jv18JGOk06o26,5.29,5.38,"Professional If you re going, to be",,,,,,,
,,,"presenting? something online, it s",,,,,,,
,,,important to know How to get in make,,,,,,,
,,,sure you can have access. Make sure that,,,,,,,
,,,,,,,,,,
Jv18JGOk06o27,5.38,5.51,you have? the logins and password and,,,,,,,
,,,they re still active and valid and then,,,,,,,
,,,takeaway making sure that your,,,,,,,
,,,takeaway are already that you know,,,,,,,
,,,Where to ship them to and what s,,,,,,,
,,,actually needed. So that s a lot of,,,,,,,
,,,,,,,,,,
Jv18JGOk06o28,5.51,6.05,preparation before? you even begin,Preparation,,,,Delivery,,
,,,those are only a few of many,Start,StructureComponent,,,Structure,,
,,,"thing, but just an idea of where to",Practice,Preparation,,,Delivery,,
,,,start then I feel like there s some best,,,,,,,
,,,"practice before? at the presentation,",,,,,,,
,,,before? the day of it s important to,,,,,,,
,,,visit the venue? actually go. to the,,,,,,,
,,,,,,,,,,
Jv18JGOk06o29,6.05,6.08,where you re having the meeting. If it s,,,,,,,
,,,,,,,,,,
Jv18JGOk06o30,6.08,6.11,in your office? building just go. make,,,,,,,
,,,,,,,,,,
Jv18JGOk06o31,6.11,6.13,sure they have enough seating. The,,,,,,,
,,,,,,,,,,
Jv18JGOk06o32,6.13,6.49,are arranged how you like It the,,,,,,,
,,,"and feel If it s a conference area,",,,,,,,
,,,"it s a stadium, if It s on location?",,,,,,,
,,,location? visiting that before? so you,,,,,,,
,,,have? an idea and you have? a feel of What,,,,,,,
,,,"it feel like for you How are you going,",,,,,,,
,,,to project How many people are going to,,,,,,,
,,,be there? so you know what equipment,,,,,,,
,,,might need also a rest and relax,,,,,,,
,,,This is one of the most frightening,,,,,,,
,,,"thing that most project manager do, and",,,,,,,
,,,even professional speaker always still,,,,,,,
,,,get those butterfly in their,,,,,,,
,,,before? they speak. So It s important to,,,,,,,
,,,,,,,,,,
Jv18JGOk06o33,6.49,6.5,"get a good night s. Rest, not",,,,,,,
,,,,,,,,,,
Jv18JGOk06o34,6.5,6.5,about. your presentation How thing are,,,,,,,
,,,,,,,,,,
Jv18JGOk06o35,6.53,6.56,going because you ve done all this,Preparation,,,,Delivery,,
,,,preparation just getting a good night s.,,,,,,,
,,,,,,,,,,
Jv18JGOk06o36,6.58,7.47,"Rest,",Laptop,Computer,VisualAidDevice,,VisualAid,,
,,,also equipment making sure you have?,Material,Prop,VisualAidArtefact,,VisualAid,,
,,,"backup, I always have backup, I do, nt",Open,StructureComponent,,,Structure,,
,,,leave myself held hostage to,,,,,,,
,,,"else getting equipment, getting",,,,,,,
,,,having control over what I ve got to,,,,,,,
,,,"step into, because what I ve learned is",,,,,,,
