SegmentId,StartTime,EndTime,Transcript
Iwpi1Lm6dFo91,9.03,9.03,Now the television is on but the sound is off .
Iwpi1Lm6dFo92,9.07,9.12,You 're having a great conversation
,,,but do you find it easy to not look at the television ?
,,,No . Why not ?
Iwpi1Lm6dFo93,9.12,9.18,Because it 's got moving object
,,,it 's got signalling colour it 's high in contrast
,,,and they 're usually very big these time .
Iwpi1Lm6dFo94,9.22,9.3,So why not use this to our benefit ?
,,,If you look at this where is your attention drawn to
,,,without you even having a chance of controlling it ?
,,,It 's going to the big three all the time .
Iwpi1Lm6dFo95,9.33,9.33,Have a look at the practical situation ; have a look at this .
Iwpi1Lm6dFo96,9.36,9.37,Where are your eye drawn to ?
,,,I can see that they 're drawn constantly to the headline .
Iwpi1Lm6dFo97,9.41,9.45,Now how often is the headline the most important part in a PowerPoint ?
,,,It 's very rare .
Iwpi1Lm6dFo98,9.48,9.56,Even so every PowerPoint template is built like this
,,,where the headline is the biggest object and the content is the smallest
,,,going absolute opposite to our biological reaction .
Iwpi1Lm6dFo99,10,10.03,So what doe this look like if we just show you an example ?
,,,Well now I 've reduced the title and it look like this .
Iwpi1Lm6dFo100,10.06,10.13,Do you see how your eye now fall down into the content ?
,,,Now they 're sucked into the headline
,,,and now they 're falling down into the content .
Iwpi1Lm6dFo101,10.15,10.31,So I can control exactly where you are
,,,but why do people build PowerPoints
,,,where people will be spending 70 % of the time on the headline
,,,when it 's not the most important part ?
,,,So what I want you to take with you from this
,,,is the most important part of your PowerPoint
,,,should also be the biggest nothing else .
Iwpi1Lm6dFo102,10.35,10.35,Moving on to number four contrast .
Iwpi1Lm6dFo103,10.41,10.41,Contrast control your focus .
Iwpi1Lm6dFo104,10.44,10.49,So what doe that look like ?
,,,For instance if I show you a list like this
,,,your eye are over the place
,,,because you do n't really know what to focus on .
Iwpi1Lm6dFo105,10.51,10.51,So I 'll use a built functionality into PowerPoint which go like this .
Iwpi1Lm6dFo106,10.55,10.59,I 'll show you the first subject I 'll take it away with contrast
,,,and I 'll show you the second one
,,,and I 'll do it again and again and again and again .
Iwpi1Lm6dFo107,11.03,11.03,You 're now following exactly the white spot .
Iwpi1Lm6dFo108,11.05,11.13,If I do this dun
,,,I can see your eye just wobbling around
,,,and you 're a bit like a kitten going after a little laser pointer on the wall
,,,going like 'Where is it ? I 've got it . I 've got it . '
Iwpi1Lm6dFo109,11.13,11.13,
Iwpi1Lm6dFo110,11.13,11.16,Because you 're following where the white spot is and not the rest .
Iwpi1Lm6dFo111,11.2,11.2,Now this is a beautiful example .
Iwpi1Lm6dFo112,11.21,11.21,Please do use this .
Iwpi1Lm6dFo113,11.23,11.27,Use it because you can show amazing big table like this
,,,if you use the effect of contrast the principle of contrast .
Iwpi1Lm6dFo114,11.29,11.29,Look what this look like .
Iwpi1Lm6dFo115,11.31,11.36,Your eye are all over the place ; you do n't know what to focus on
,,,but I just apply the principle of contrast
,,,and it look like that and suddenly you know exactly what to focus on .
Iwpi1Lm6dFo116,11.4,11.41,Here they 're all over the place
,,,and here they 're exactly where I want them .
Iwpi1Lm6dFo117,11.45,11.53,Now there 's a big major drawback with PowerPoints
,,,and that is that the majority of company on this earth today
,,,they persist in having white background in PowerPoint .
Iwpi1Lm6dFo118,11.57,11.57,Look at that .
Iwpi1Lm6dFo119,11.58,11.58,Oh it 's bright it 's shiny .
Iwpi1Lm6dFo120,12,12.04,Could you tell me who ha the highest contrast me or the screen ?
,,,Well the screen .
Iwpi1Lm6dFo121,12.06,12.08,Who 's usually the biggest me or the screen ?
,,,Well the screen .
Iwpi1Lm6dFo122,12.09,12.23,So the only option I have is dress myself up in signalling colour
,,,and jump around on stage in order to balance that problem out
,,,and that is obviously not a good corporate strategy
,,,in the long term would it be ?
,,,I think the long strategy is to just switch it around .
Iwpi1Lm6dFo123,12.26,12.26,PowerPoint is not supposed to have white background .
Iwpi1Lm6dFo124,12.29,12.29,If I do this your eye relax .
Iwpi1Lm6dFo125,12.31,12.31,You focus on me .
Iwpi1Lm6dFo126,12.32,12.32,I 'm the biggest object .
Iwpi1Lm6dFo127,12.33,12.33,I 'm the most contrast object .
Iwpi1Lm6dFo128,12.37,12.37,I got your focus .
Iwpi1Lm6dFo129,12.38,12.45,Why is that important ?
,,,It 's important because I am I always have been
,,,and I always will be the presentation .
Iwpi1Lm6dFo130,12.48,12.48,That is my visual aid .
Iwpi1Lm6dFo131,12.56,12.56,Moving into the last principle and that is object .
Iwpi1Lm6dFo132,13.03,13.06,Now this is one of the most severe principle
,,,and it go like this .
Iwpi1Lm6dFo133,13.07,13.1,How many object do I have here ?
,,,If you count them quickly you 'll see that I 've got 16 .
Iwpi1Lm6dFo134,13.12,13.2,Do you see this little beauty at the end a well
,,,which go 'page 12 of 95 ' ?
,,,What is that ?
,,,Why do we do that ?
,,,That only creates anxiety .
Iwpi1Lm6dFo135,13.22,13.22,If anything you are 'Oh my god I ca n't take 83 more of those . '
Iwpi1Lm6dFo136,13.22,13.31,But it can also create hope
,,,because imagine ...
Iwpi1Lm6dFo137,13.33,13.33,imagine when it 's 90 out of 95 .
Iwpi1Lm6dFo138,13.36,13.36,'Oh I can see the light ; I can see the end of the tunnel . '
Iwpi1Lm6dFo139,13.36,13.42,Kidding aside do n't do that .
Iwpi1Lm6dFo140,13.45,13.54,Now there are so many idea out there
,,,on how many object you 're supposed to have in PowerPoint
,,,and once and for all I just want to put my foot down
,,,and state to you that this is the perfect amount .
Iwpi1Lm6dFo141,13.57,13.57,In order to do that I want you to just feel it yourself .
Iwpi1Lm6dFo142,14,14.02,How many object are you supposed to have ?
,,,And we 're going to do that by showing you a couple of ball .
Iwpi1Lm6dFo143,14.06,14.06,I 'll throw up the ball .
Iwpi1Lm6dFo144,14.07,14.07,I want you to nod to me when you 've counted them .
Iwpi1Lm6dFo145,14.09,14.09,Simple instruction . You with me ?
Iwpi1Lm6dFo146,14.09,14.12,Cool here we go .
Iwpi1Lm6dFo147,14.16,14.16,Alright take you about two second .
Iwpi1Lm6dFo148,14.19,14.19,Good . Well done .
Iwpi1Lm6dFo149,14.19,14.19,
Iwpi1Lm6dFo150,14.21,14.21,Your next set of ball .
Iwpi1Lm6dFo151,14.22,14.22,Count them and nod to me when you 've counted them .
Iwpi1Lm6dFo152,14.25,14.25,Here we go .
Iwpi1Lm6dFo153,14.27,14.27,Excellent . Yeah .
Iwpi1Lm6dFo154,14.27,14.27,
Iwpi1Lm6dFo155,14.28,14.3,That took you about 1.2 second if you 're normal
,,,which about 90 % of you seem to be .
Iwpi1Lm6dFo156,14.34,14.34,We 'll have the third set of ball the last one .
Iwpi1Lm6dFo157,14.37,14.37,Look at this nod to me when you 've counted them .
Iwpi1Lm6dFo158,14.4,14.43,Oh what wa that ?
,,,I just pressed the button and you nodded simultaneously .
Iwpi1Lm6dFo159,14.47,14.51,That will if you are normal take you 0.2 second
,,,two of a second .
Iwpi1Lm6dFo160,14.53,14.53,This will take you 1.2 this will take you two of a second .
Iwpi1Lm6dFo161,14.57,15,And for anyone of you who you 're good at math
,,,you 'll find out that that number is approximately 500 % difference .
Iwpi1Lm6dFo162,15.05,15.07,How is that even remotely possible ?
,,,There are only two object in difference .
Iwpi1Lm6dFo163,15.11,15.15,Well might I suggest the following :
,,,this one you have to count
,,,and this one you see .
Iwpi1Lm6dFo164,15.17,15.3,Could that be correct ?
,,,So what you 've just experienced is the following :
,,,that the cognitive process of counting
,,,take 500 % longer time requires 500 % more energy resource
,,,to execute than just seeing .
Iwpi1Lm6dFo165,15.36,15.51,So what I want you to keep in mind at all time
,,,what I want you to keep in your head is this :
,,,which is the Swedish number for this :
,,,[ Six ]
,,,The magical number is six .
Iwpi1Lm6dFo166,15.53,15.53,It 's not five it 's not seven it 's six .
Iwpi1Lm6dFo167,15.57,15.57,And I want to make you aware of this .
Iwpi1Lm6dFo168,15.59,16.13,When you go into a presentation in the future
,,,and you 've built this amazing PowerPoint
,,,if you 've got more than seven object or seven or more object
,,,you have to be aware that all the people in there
,,,they have to use 500 % more energy and cognitive resource
,,,to understand what 's in your PowerPoint .
Iwpi1Lm6dFo169,16.16,16.28,Now how do you think
,,,their energy brain by nature behaves ?
,,,Will it go like 'Ooh I 'll easily invest 500 % more cognitive resource
,,,to understand this weird slide '
,,,or ' I wo n't ' ?
,,,' I wo n't . '
Iwpi1Lm6dFo170,16.28,16.29,And you 've just incurred death by PowerPoint .
Iwpi1Lm6dFo171,16.33,16.36,Now what doe this look like in real life ?
,,,Well have a look at this .
Iwpi1Lm6dFo172,16.37,16.4,Sixteen object can we agree that that 's too many ?
,,,Yes we can .
Iwpi1Lm6dFo173,16.42,16.44,So what doe it look like if we reduce it ?
,,,Look at this . We go from this to this .
Iwpi1Lm6dFo174,16.44,16.44,
Iwpi1Lm6dFo175,16.48,16.48,And this is where your brain go 'Ahh ' .
Iwpi1Lm6dFo176,16.52,16.52,And this is where your brain go 'Ugh ' .
Iwpi1Lm6dFo177,16.55,16.55,Ahh .
Iwpi1Lm6dFo178,17.01,17.14,And I assume that in the future
,,,when you deliver PowerPoints to your colleague to your fellow people
,,,you want them to go 'Ahh '
,,,when you show them your slide .
Iwpi1Lm6dFo179,17.16,17.16,You do n't want them to go 'Ugh ' .
Iwpi1Lm6dFo180,17.23,17.35,Now there is have you seen this movie
,,,'The Rain Man ' by Dustin Hoffman ?
,,,Seen that ?
,,,It 's a beauty is n't it ?
,,,He come into this cafeteria and somebody drop toothpick
,,,and he go like 'Boom 247 . '
Iwpi1Lm6dFo181,17.35,17.4,It 's amazing is n't it ?
,,,His perceptive limit is here .
Iwpi1Lm6dFo182,17.43,17.47,Your perceptive limit
,,,is here .
Iwpi1Lm6dFo183,17.5,18.06,Now what amazes me
,,,is that whichever country I go to whichever company I see
,,,it seems like they build PowerPoints
,,,in the hope that all their fellow colleague are autistic or savant
,,,which obviously is not the case .
Iwpi1Lm6dFo184,18.11,18.11,So but then you go like this 'But David my god .
Iwpi1Lm6dFo185,18.16,18.16,This mean that I have to have more slide . '
Iwpi1Lm6dFo186,18.16,18.23,'Yes that is entirely correct .
Iwpi1Lm6dFo187,18.26,18.26,You have understood me clearly . '
Iwpi1Lm6dFo188,18.26,18.33,I want to make one thing clear here
,,,and that is that the amount of slide in your PowerPoint
,,,ha never been the problem .
Iwpi1Lm6dFo189,18.38,18.38,It is the amount of object per slide which ha been the problem .
Iwpi1Lm6dFo190,18.45,18.53,The stupid idea
,,,that corporate organisation all over the world
,,,they 've come up with limitation going like
,,,'Ooh we 've got this clever idea :
,,,You ca n't use 40 slide . You can only use four . '
Iwpi1Lm6dFo191,18.53,18.53,
Iwpi1Lm6dFo192,18.53,19.01,So what do people do ?
,,,Well they take the content of the rest 36
,,,and they jam it in the first four .
Iwpi1Lm6dFo193,19.03,19.07,My god is that counterproductive or what ?
,,,And we call ourselves intelligent .
Iwpi1Lm6dFo194,19.11,19.11,No no .
Iwpi1Lm6dFo195,19.12,19.14,Alright so compared
,,,I started off with 95 of those .
Iwpi1Lm6dFo196,19.19,19.19,We ended up with 135 of these .
Iwpi1Lm6dFo197,19.23,19.26,And yes it gave an immediate result
,,,to the application that we were working for .
Iwpi1Lm6dFo198,19.3,19.3,So to summarise this .
Iwpi1Lm6dFo199,19.33,19.35,Let 's have some fun and do a cross
,,,because obviously I have to prove my point .
Iwpi1Lm6dFo200,19.37,19.41,Do you remember more than 90 % of what I said ?
,,,I 'm not going to be that harsh .
Iwpi1Lm6dFo201,19.42,19.42,Let 's do a crossword instead .
Iwpi1Lm6dFo202,19.45,19.45,It 's going to go like this .
Iwpi1Lm6dFo203,19.46,19.46,Words are going to come up .
Iwpi1Lm6dFo204,19.48,19.48,I 'm going to ask you to scream them out a loud a you can a we go along .
Iwpi1Lm6dFo205,19.51,19.55,How many message are you supposed to have per slide ?
,,,One . Very good .
Iwpi1Lm6dFo206,19.55,19.55,
Iwpi1Lm6dFo207,19.58,19.58,I think you were looking for a different word there .
Iwpi1Lm6dFo208,20.03,20.05,What can we use to steer our focus ?
,,,( Audience ) Contrast .
Iwpi1Lm6dFo209,20.06,20.07,Yes and another one ?
,,,( Audience ) Size .
Iwpi1Lm6dFo210,20.08,20.08,Well done .
Iwpi1Lm6dFo211,20.09,20.12,What should we avoid using if speaking at the same time ?
,,,( Audience ) Sentences .
Iwpi1Lm6dFo212,20.13,20.13,Beautiful .
Iwpi1Lm6dFo213,20.14,20.16,And what kind of background should we have ?
,,,We should have dark .
Iwpi1Lm6dFo214,20.18,20.18,And finally now you can say it .
Iwpi1Lm6dFo215,20.19,20.21,How many object per slide ?
,,,Six . That is magnificent .
Iwpi1Lm6dFo216,20.21,20.21,
Iwpi1Lm6dFo217,20.24,20.24,Thank you very much .
PgOD1j2DhNg1,0,0.06,During the six year I worked in consulting at McKinsey
,,,I created literally thousand of PowerPoint slide
,,,while working on several client presentation .
PgOD1j2DhNg2,0.09,0.19,By doing that I learned lot of little tip and trick
