SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
r20Ak5ZxP_460,15.43,15.55,smoker are just not the only onewho can get lung cancer . I need you toknow me .I need you to hear what i 'm saying toyoufor me and then going to teaching aboutthese different biomarkers . So that 's one,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_461,15.57,16.11,of the major approach is that i use ita a teaching moment now so and seethat 's what i wa trying to tell you . Uhbefore stephanie is thatmy teachingskill and degreeand everything about it,,,,,,,,,
r20Ak5ZxP_462,16.13,16.13,and my talent for it it never go away,,,,,,,,,
MjEJaR3zLjg1,0.01,0.1,"Hi everyone , it 's stephanie with thepatient story .I hope you 're all doing very well . I'Vebeen looking forward to this interviewfor a little whileand i 'm so glad that we could catch uh .This woman who 's an absolute superstar",Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Glad,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg2,0.12,0.23,"in what she doeum terry conneran , with k. Kicker .Thank you for joining . U , today , to shareyour story . Well , thank you for having mestephanie , it 'simportant to be able to talk . Yeah, absolutely and",,,,,,,,,
MjEJaR3zLjg3,0.24,0.36,", and you know , our audience is patientcaregiver mostly, and so i know , they 'll be very uminterested to hearwhat you went through and , of course , thework that you continue to do: um for people um in lung cancer and",Caregiver,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg4,0.39,0.51,"specifically kra . So before we start , though , i alwaysum like to ask i 've started to anywayum , you know to tell u a little bitabout yourself outside ofcancer and in this world .Well , i live in charlotte north carolina",,,,,,,,,
MjEJaR3zLjg5,0.54,1.08,andtransplanted here from arizona and fromthe chicago suburb . I have three kidthat are allone adult : i 'm an amazing husbandand uh . We kind of play some game . We dofootball we like to just kind of hang,Husband,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
MjEJaR3zLjg6,1.11,1.2,"out andenjoy enjoy life , so doe that meanyou 're watching the super bowl thisweekend .We'Re watching the super bowl thisweekend . But , like anything else , you know, kova is just kind of",,,,,,,,,
MjEJaR3zLjg7,1.22,1.35,"giving . U a new way of looking ateverything . That 'S true !Yes , very true ! Oh my gosh . I ca n't believeit 's been a year just about , butanyway um you know , chair , i 'd , love to getstarted uh for our audience . We'Re gon nahave three video . This first one is",,,,,,,,,
MjEJaR3zLjg8,1.37,1.49,dedicated toterry um . You know figuring out that shehad cancer and the treatment decision .Our second clip will be about thetreatment that terryunderwent and um . The last one will beabout,Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
MjEJaR3zLjg9,1.5,1.59,"quality of life , navigating cancer andwe 'll dip into you know : terry 's advocacy, work which is really really importanthere, because there are a lot of excitingdevelopment going on for k and uh .We'Re excited to get into that .",,,,,,,,,
MjEJaR3zLjg10,2.01,2.12,"So for this first segment , terry , whydo n't you just let ? U know ? I know itstart in summer of 2016 aboutwhere you 're starting to feel thesefirst symptom of labored , breathing and- and you go through a series ofmisdiagnoses , can you walk ? U , through",,,,,,,,,
MjEJaR3zLjg11,2.14,2.26,"what wa going on and how you finallyfigured out what wa happening ?Well , yeah ! Absolutely you know the thingis thatwhen you look back historically , it makea little bit more sense right , but whenyou 're going through it , you just think .",,,,,,,,,
MjEJaR3zLjg12,2.27,2.4,"Oh , it 'sallergy ! I'Ve got a cold , oh um . I'Ve had asthmaintermittently through my life um , soback and forth to the doctor .Several time and she 's , like you know, you try doing . You know theover stuff",Asthma,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg13,2.41,2.54,"and you know all that sort of thing andwe changed up my asthma medicationand still i wa really struggling . Wespent quite a bit of time at the beachand it just reached the point where thehumidity , justit it just wa , oppressive , um and so",Asthma,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg14,2.58,3.11,"went back again to the doctor and , likeevery other , busy mom right . You just kindof push thing offand push it off until . Finally , i wentback to the doctor a couple of daybefore christmas in 2016 ,and by that it had turned into",Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
MjEJaR3zLjg15,3.12,3.26,"full pneumonia .She could hear the fluid in my lung andtreated me with antibiotic , and but wedidan x at that point and fortunately, fromthat x , which is not a really good",Pneumonia,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg16,3.28,3.4,"diagnostic for lung cancer .The fluid showed up and highlighted thetumor that wa in myin my lung . So from that , i went backafter the first of the yearand just a couple week later , and wefollowed up with",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg17,3.41,3.56,"um considerable amount of testing wellright , so that wa the start of anextensive amount of testingum before we get there . Umdid you when they said ? Oh there 's fluidand lung . I mean how did you react ?When did you realize ? Oh there 's",,,,,,,,,
MjEJaR3zLjg18,3.57,4.11,something quite serious going on : i 'm notjust dealing with pneumoniawhen she get back there and she thoughtit wa . You could feeli could feel the fluid . It made moresense that i have walking pneumoniabronchitis,Pneumonia,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Bronchitis,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg19,4.12,4.25,"and when i went back there and saw whatshe wa talking about , you couldvery clearly see there wa somethinginside a lock and at that point, because cancer run in my family . I wakind ofreally strongly convinced it wa",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
MjEJaR3zLjg20,4.26,4.36,", probably cancer , buti wa , like afraid to kind of like saythose wordand my doctor is like well we 're justgon na come back . We'Re just gon nacome back right after the first of theyear . Promise we 'll come right back in",,,,,,,,,
MjEJaR3zLjg21,4.38,4.51,"like 10 day, and so that 's when we went back andwhen i wa n't feeling better by thefirst , i knew for sure something wacompletelywonky and we needed to do something . Sothat 's when we kind of went back and saw",,,,,,,,,
MjEJaR3zLjg22,4.53,5.04,"the pulmonologistand went through a long diagnosticperiod . It wa n't a expensive , a somepeople, but it did . It did take a solid threeweek .So you talk about all these test . Can",,,,,,,,,
MjEJaR3zLjg23,5.07,5.18,"you walk ? U , through the different testthat youunderwent , i saw a pet scan , ct scanthere wa a biopsy at some point and ifyou could also describe just generallyfor people who have n't undergone theseprocedure , what it , what what it wa like",,,,,,,,,
MjEJaR3zLjg24,5.21,5.32,"you went through this machine . You knowall that kind of stuff . It will for sure .For sure you know that 's a really validpoint , because i have no ideathe difference between an x or cp ora pet scan, or any of that right . You do n't you do n't",,,,,,,,,
MjEJaR3zLjg25,5.34,5.44,"find outuntil you need to know right , and so it 'sreally important to kind of understandthatum initially you know , i went back andhada ct scan and it wa just very simple .",,,,,,,,,
MjEJaR3zLjg26,5.47,5.57,"You just laid on the tableand the machine did all the work andthere wa like no prep . They just didthey did it and they could still seethat there wa something going onum , and so we could prove to theinsurance of all the other power that",Insurance,LegalIssue,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
MjEJaR3zLjg27,5.59,6.14,"be that we needed to extendit past that and you had to do um .Another ct scan where they put some dyeinjected some dye and shaving , and it 'slike a couple hour of fasting . But it 'ssimple simple stuff : just laying therethe machine go doe all the work",,,,,,,,,
MjEJaR3zLjg28,6.15,6.33,", nothing hard , nothing painful , very quick, um , very painless um , except for thestress around waitingand i the the pet scan . Isit 's a little bit more extensive ? That 'Swhere they do like a whole body scanbasically from the neck down , and",,,,,,,,,
MjEJaR3zLjg29,6.36,6.49,i you have to do a certain amount offasting and not eatsugar and eat all high protein itemuh because they they inject some sort oflike a specialsugar . Inside of your body to be able tofind any sort of,,,,,,,,,
MjEJaR3zLjg30,6.51,7.05,"hyper metabolicactivity , which would be something thatwould be indicative of the answerthat the truth themselves are n't hard .The waiting aroundand having the test is very stressful, and so i went through the ct scan right .",,,,,,,,,
MjEJaR3zLjg31,7.08,7.2,"So i did the ct scan and then did thenext ct scan and saw the pulmonologistand they sent you back out for anothertest and, after all , going through all that the thedoctor determined , i really needed to geta biopsy to know",,,,,,,,,
MjEJaR3zLjg32,7.21,7.31,"the thoughtful period At night takelike three week rightactually before we dive into the biopsy, you mentioned it a couple timethe scan , are you know the painlessthey 're pretty easy . The contrast dye canfeel weird",,,,,,,,,
MjEJaR3zLjg33,7.32,7.41,"a if you might remember you feeling theurge to go to the bathroom you 're . Notit 's all it 's kind of strange, but it 's the waiting . It 'S the waitingfor you go through this and then you 'relike",,,,,,,,,
MjEJaR3zLjg34,7.43,7.57,", how did you manage through what peoplecall scanxiety ? Well , you know thisanxiety doe n't , like really hit untillike later like now , i 'm doing followand i 'm four year down the road .But then it 's just a matter of you 're, not even sure what you 're waiting for",Anxiety,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg35,7.59,8.12,"okay when i 'm when you 're firstdiagnosed , and i think that wait wa really a very stressful time . Forme, a it is for most people , you do n't know .What 'S coming , you do n't know , what 's nextyou 're not really sure what you 're",,,,,,,,,
MjEJaR3zLjg36,8.13,8.23,"waiting , what you 're waiting foram i waiting to hear there 's issomething there there 's something notthere .What am i waiting to hear ? What am i evenhoping for right ?It 'S not like you know the rule to this",,,,,,,,,
MjEJaR3zLjg37,8.26,8.36,"game, and so there is okay . You do n't realize, and i did n't realizethat when you when you have it done andthen you wait a couple of day and thenyou have to getsomething else done , they still do n't",,,,,,,,,
MjEJaR3zLjg38,8.38,8.52,"know , you ca n't just stopand that 's it is stressful and it ishard And how do you manage it ?You it 's like anything else . You just gotto do what you got to doright , they want . You want to have theright result and you want to have the",,,,,,,,,
MjEJaR3zLjg39,8.54,9.04,"right information .So the important thing is getting itdone . So you can seeclearly what is there right right , thefull picture - um, okay , so you 're at this point , you 've donethese scan um . How about the biopsy at",,,,,,,,,
MjEJaR3zLjg40,9.07,9.18,"what point doe thathappen ? And can you describe thatprocedure ?You know , based on where you know wherethe cancer is in your bodyright : okay and mine . Wa is lung cancer, and so that 's the part that they had to",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg41,9.2,9.34,"go into and not all lung cancer .Have it a easily accessible , a mine wa, but relatively speaking, it wa n't a bad um and soand so a lot of time like you get itall , you know whacked out in your head .It 'S like , i think , of my lung , a like",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
MjEJaR3zLjg42,9.35,9.45,"balloonand i wa kind of really concerned thatthey were going to popokay , to be honest with you and theydo n'tbecause you know , there 's there 's fluidand there 's other thing around it",,,,,,,,,
MjEJaR3zLjg43,9.47,10,", and so there wa a Little bit of crap- and you ca n't you know - i could n't takecertain thing for several daybut went into the hospital andit wa just several hour procedure . Theykind of stuck the needlein where they needed to go , and i got",,,,,,,,,
